title,year,country,genres,director,cast,overview
Suspiria,2018,"['Italy', 'United States of America']","['Horror', 'Mystery', 'Drama']",Luca Guadagnino,"['Dakota Johnson', 'Tilda Swinton', 'Mia Goth', 'Angela Winkler', 'Ingrid Caven']","A darkness swirls at the center of a world-renowned dance company, one that will engulf the artistic director, an ambitious young dancer, and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up."
Hunter Killer,2018,"['France', 'United States of America']","['Action', 'Adventure', 'Thriller']",Donovan Marsh,"['Gerard Butler', 'Gary Oldman', 'Toby Stephens', 'Common', 'Linda Cardellini']","Captain Glass of the USS Arkansas discovers that a coup d'état is taking place in Russia, so he and his crew join an elite group working on the ground to prevent a war."
Disobedience,2018,"['Ireland', 'United Kingdom', 'United States of America']","['Drama', 'Romance']",Sebastián Lelio,"['Rachel Weisz', 'Rachel McAdams', 'Alessandro Nivola', 'Allan Corduner', 'Anton Lesser']","New York photographer Ronit flies to London after learning about the death of her estranged father. Ronit is returning to the same Orthodox Jewish community that shunned her decades earlier for her childhood attraction to Esti, a female friend. Their fortuitous and happy reunion soon reignites their burning passion as the two women explore the boundaries of faith and sexuality."
Aquaman,2018,['United States of America'],"['Action', 'Adventure', 'Fantasy']",James Wan,"['Jason Momoa', 'Amber Heard', 'Willem Dafoe', 'Patrick Wilson', 'Nicole Kidman']","Half-human, half-Atlantean Arthur Curry is taken on the journey of his lifetime to discover if he is worth of being a king."
The Grinch,2018,['United States of America'],"['Family', 'Comedy', 'Animation']",Yarrow Cheney,"['Benedict Cumberbatch', 'Rashida Jones', 'Kenan Thompson', 'Cameron Seely', 'Angela Lansbury']",The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.
The Mule,2018,"['Canada', 'United States of America']","['Crime', 'Drama']",Clint Eastwood,"['Clint Eastwood', 'Bradley Cooper', 'Laurence Fishburne', 'Michael Peña', 'Dianne Wiest']","Earl Stone, a man in his eighties, is broke, alone, and facing foreclosure of his business when he is offered a job that simply requires him to drive. Easy enough, but, unbeknownst to Earl, he's just signed on as a drug courier for a Mexican cartel. He does so well that his cargo increases exponentially, and Earl hit the radar of hard-charging DEA agent Colin Bates."
The Professor,2018,['United States of America'],"['Comedy', 'Drama']",Wayne Roberts,"['Johnny Depp', 'Rosemarie DeWitt', 'Odessa Young', 'Danny Huston', 'Zoey Deutch']","A world-weary college professor is given a life-changing diagnosis and decides to throw all pretense and conventions to the wind and live his life as boldly and freely as possible with a biting sense of humor, a reckless streak and a touch of madness."
Den of Thieves,2018,['United States of America'],"['Crime', 'Thriller', 'Action']",Christian Gudegast,"['Gerard Butler', 'Pablo Schreiber', ""O'Shea Jackson Jr."", '50 Cent', 'Meadow Williams']",A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.
Hotel Transylvania 3: Summer Vacation,2018,['United States of America'],"['Animation', 'Comedy', 'Family', 'Fantasy']",Genndy Tartakovsky,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kathryn Hahn', 'Jim Gaffigan']","Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer."
Asterix: The Secret of the Magic Potion,2018,['France'],"['Family', 'Animation', 'Comedy', 'Adventure']",Alexandre Astier,"['Christian Clavier', 'Guillaume Briat', 'Alex Lutz', 'Alexandre Astier', 'Élie Semoun']","Following a fall during mistletoe picking, Druid Getafix decides that it is time to secure the future of the village. Accompanied by Asterix and Obelix, he undertakes to travel the Gallic world in search of a talented young druid to transmit the Secret of the Magic Potion."
Bad Times at the El Royale,2018,['United States of America'],"['Thriller', 'Mystery', 'Crime', 'Drama']",Drew Goddard,"['Jeff Bridges', 'Cynthia Erivo', 'Lewis Pullman', 'Dakota Johnson', 'Cailee Spaeny']","Lake Tahoe, 1969. Seven strangers, each one with a secret to bury, meet at El Royale, a decadent motel with a dark past. In the course of a fateful night, everyone will have one last shot at redemption."
Game Night,2018,['United States of America'],"['Mystery', 'Comedy', 'Crime']",John Francis Daley,"['Jason Bateman', 'Rachel McAdams', 'Kyle Chandler', 'Sharon Horgan', 'Billy Magnussen']","Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night."
Fantastic Beasts: The Crimes of Grindelwald,2018,"['United Kingdom', 'United States of America']","['Fantasy', 'Adventure']",David Yates,"['Eddie Redmayne', 'Katherine Waterston', 'Dan Fogler', 'Alison Sudol', 'Johnny Depp']","Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world."
Adrift,2018,"['China', 'Iceland', 'United States of America']","['Thriller', 'Romance', 'Adventure']",Baltasar Kormákur,"['Shailene Woodley', 'Sam Claflin', 'Jeffrey Thomas', 'Elizabeth Hawthorne', 'Grace Palmer']","Tami Oldham and Richard Sharp couldn't anticipate that they would be sailing directly into one of the most catastrophic hurricanes in recorded history. In the aftermath of the storm, Tami awakens to find Richard badly injured and their boat in ruins. With no hope of rescue, Tami must now find the strength and determination to save herself and the only man she has ever loved."
The Sisters Brothers,2018,"['France', 'United States of America', 'Spain', 'Belgium', 'Romania']","['Western', 'Drama', 'Comedy']",Jacques Audiard,"['John C. Reilly', 'Joaquin Phoenix', 'Jake Gyllenhaal', 'Riz Ahmed', 'Rebecca Root']","Oregon, 1851. Hermann Kermit Warm, a chemist and aspiring gold prospector, keeps a profitable secret that the Commodore wants to know, so he sends the Sisters brothers, two notorious assassins, to capture him on his way to California."
Outlaw King,2018,"['United Kingdom', 'United States of America']","['Action', 'History', 'War']",David Mackenzie,"['Chris Pine', 'Aaron Taylor-Johnson', 'Florence Pugh', 'Billy Howle', 'Sam Spruell']","Forced into exile by the English after being crowned King of Scotland, legendary warrior Robert the Bruce fights to reclaim the throne."
Bird Box,2018,['United States of America'],"['Horror', 'Thriller', 'Drama']",Susanne Bier,"['Sandra Bullock', 'Trevante Rhodes', 'John Malkovich', 'Sarah Paulson', 'Jacki Weaver']","Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety."
Venom,2018,"['China', 'United States of America']","['Science Fiction', 'Action']",Ruben Fleischer,"['Tom Hardy', 'Michelle Williams', 'Riz Ahmed', 'Scott Haze', 'Reid Scott']","Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own."
Smallfoot,2018,['United States of America'],"['Family', 'Comedy', 'Adventure', 'Animation']",Karey Kirkpatrick,"['Channing Tatum', 'James Corden', 'Zendaya', 'Common', 'LeBron James']",A bright young yeti finds something he thought didn't exist—a human. News of this “smallfoot” throws the simple yeti community into an uproar over what else might be out there in the big world beyond their snowy village.
Can You Ever Forgive Me?,2018,['United States of America'],"['Drama', 'Crime', 'Comedy', 'History']",Marielle Heller,"['Melissa McCarthy', 'Richard E. Grant', 'Dolly Wells', 'Ben Falcone', 'Gregory Korostishevsky']","When a bestselling celebrity biographer is no longer able to get published because she has fallen out of step with current tastes, she turns her art form to deception."
Leave No Trace,2018,"['Canada', 'United States of America']",['Drama'],Debra Granik,"['Thomasin McKenzie', 'Ben Foster', 'Jeff Kober', 'Dale Dickey', 'Dana Millican']","A father and daughter live a perfect but mysterious existence in Forest Park, a beautiful nature reserve near Portland, Oregon, rarely making contact with the world. But when a small mistake tips them off to authorities, they are sent on an increasingly erratic journey in search of a place to call their own."
Sorry to Bother You,2018,['United States of America'],"['Fantasy', 'Science Fiction', 'Comedy']",Boots Riley,"['LaKeith Stanfield', 'Tessa Thompson', 'Jermaine Fowler', 'Omari Hardwick', 'Terry Crews']","In an alternate present-day version of Oakland, black telemarketer Cassius Green discovers a magical key to professional success – which propels him into a macabre universe."
The Equalizer 2,2018,['United States of America'],"['Action', 'Thriller', 'Crime']",Antoine Fuqua,"['Denzel Washington', 'Pedro Pascal', 'Ashton Sanders', 'Orson Bean', 'Bill Pullman']","Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when his former partner is murdered."
Dumplin',2018,['United States of America'],"['Comedy', 'Drama']",Anne Fletcher,"['Danielle Macdonald', 'Jennifer Aniston', 'Odeya Rush', 'Bex Taylor-Klaus', 'Maddie Baillio']","To prove a point about measuring up and fitting in, Texas teen Willowdean “Dumplin’” Dickson enters a local pageant run by her ex-beauty queen mom."
Tully,2018,"['Canada', 'United States of America']","['Comedy', 'Drama']",Jason Reitman,"['Charlize Theron', 'Mackenzie Davis', 'Ron Livingston', 'Mark Duplass', 'Asher Miles Fallica']","Marlo, a mother of three, including a newborn, is gifted a night nanny by her brother. Hesitant at first, she quickly forms a bond with the thoughtful, surprising, and sometimes challenging nanny named Tully."
Black Mirror: Bandersnatch,2018,['United Kingdom'],"['Science Fiction', 'Mystery', 'Drama']",David Slade,"['Fionn Whitehead', 'Craig Parkinson', 'Alice Lowe', 'Asim Chaudhry', 'Will Poulter']","In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings."
Parasite,2019,['South Korea'],"['Comedy', 'Thriller', 'Drama']",Bong Joon Ho,"['Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong', 'Choi Woo-shik', 'Park So-dam']","All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident."
Miracle in Cell No. 7,2019,['Turkey'],['Drama'],Mehmet Ada Öztekin,"['Aras Bulut Iynemli', 'Nisa Sofiya Aksongur', 'İlker Aksum', 'Mesut Akusta', 'Yıldıray Şahinler']","Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child."
Avengers: Endgame,2019,['United States of America'],"['Adventure', 'Science Fiction', 'Action']",Anthony Russo,"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo', 'Chris Hemsworth', 'Scarlett Johansson']","After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store."
Klaus,2019,['Spain'],"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",Sergio Pablos,"['Jason Schwartzman', 'J.K. Simmons', 'Rashida Jones', 'Joan Cusack', 'Norm Macdonald']","A selfish postman and a reclusive toymaker form an unlikely friendship, delivering joy to a cold, dark town that desperately needs it."
Five Feet Apart,2019,['United States of America'],"['Romance', 'Drama']",Justin Baldoni,"['Haley Lu Richardson', 'Cole Sprouse', 'Moisés Arias', 'Kimberly Hébert Gregory', 'Parminder Nagra']","Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction."
The Art of Racing in the Rain,2019,['United States of America'],"['Drama', 'Romance']",Simon Curtis,"['Kevin Costner', 'Milo Ventimiglia', 'Amanda Seyfried', 'Ryan Kiera Armstrong', 'Lily Dodsworth-Evans']","A family dog – with a near-human soul and a philosopher's mind – evaluates his life through the lessons learned by his human owner, a race-car driver."
My Hero Academia: Heroes Rising,2019,['Japan'],"['Animation', 'Action', 'Fantasy', 'Adventure']",Kenji Nagasaki,"['Daiki Yamashita', 'Nobuhiko Okamoto', 'Yoshio Inoue', 'Mio Imada', 'Yuka Terasaki']","Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation... until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope."
Togo,2019,['United States of America'],"['Adventure', 'Family']",Ericson Core,"['Willem Dafoe', 'Julianne Nicholson', 'Christopher Heyerdahl', 'Richard Dormer', 'Adrien Dorval']","The untold true story set in the winter of 1925 that takes you across the treacherous terrain of the Alaskan tundra for an exhilarating and uplifting adventure that will test the strength, courage and determination of one man, Leonhard Seppala, and his lead sled dog, Togo."
Joker,2019,"['Canada', 'United States of America']","['Crime', 'Thriller', 'Drama']",Todd Phillips,"['Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz', 'Frances Conroy', 'Brett Cullen']","During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure."
Portrait of a Lady on Fire,2019,['France'],"['Drama', 'Romance', 'History']",Céline Sciamma,"['Noémie Merlant', 'Adèle Haenel', 'Luàna Bajrami', 'Valeria Golino', 'Christel Baras']","On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman."
A Dog's Journey,2019,"['China', 'India', 'United States of America']","['Family', 'Adventure', 'Drama']",Gail Mancuso,"['Marg Helgenberger', 'Betty Gilpin', 'Henry Lau', 'Kathryn Prescott', 'Dennis Quaid']",A dog finds the meaning of his own existence through the lives of the humans he meets.
How to Train Your Dragon: Homecoming,2019,['United States of America'],"['Animation', 'Fantasy', 'Adventure', 'Action', 'Family']",Tim Johnson,"['Jay Baruchel', 'America Ferrera', 'Craig Ferguson', 'Madalyn Gonzalez', 'Christopher Mintz-Plasse']","It's been ten years since the dragons moved to the Hidden World, and even though Toothless doesn't live in New Berk anymore, Hiccup continues the holiday traditions he once shared with his best friend. But the Vikings of New Berk were beginning to forget about their friendship with dragons. Hiccup, Astrid, and Gobber know just what to do to keep the dragons in the villagers' hearts. And across the sea, the dragons have a plan of their own..."
Ford v Ferrari,2019,['United States of America'],"['Drama', 'Action', 'History']",James Mangold,"['Matt Damon', 'Christian Bale', 'Jon Bernthal', 'Caitríona Balfe', 'Josh Lucas']","American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966."
Jojo Rabbit,2019,"['New Zealand', 'United States of America']","['Comedy', 'War', 'Drama']",Taika Waititi,"['Roman Griffin Davis', 'Thomasin McKenzie', 'Scarlett Johansson', 'Taika Waititi', 'Sam Rockwell']","Jojo, a lonely German boy during World War II has his world shaken when he learns that his single mother is hiding a Jewish girl in their home. Influenced by a buffoonish imaginary version of Adolf Hitler, he begins to question his beliefs and confront the conflict between propaganda and his own humanity."
Weathering with You,2019,['Japan'],"['Animation', 'Drama', 'Fantasy', 'Romance']",Makoto Shinkai,"['Kotaro Daigo', 'Nana Mori', 'Tsubasa Honda', 'Sakura Kiryu', 'Sei Hiraizumi']","The summer of his high school freshman year, Hodaka runs away from his remote island home to Tokyo, and quickly finds himself pushed to his financial and personal limits. The weather is unusually gloomy and rainy every day, as if taking its cue from his life. After many days of solitude, he finally finds work as a freelance writer for a mysterious occult magazine. Then, one day, Hodaka meets Hina on a busy street corner. This bright and strong-willed girl possesses a strange and wonderful ability: the power to stop the rain and clear the sky."
1917,2019,"['India', 'Spain', 'United Kingdom', 'United States of America']","['War', 'History', 'Drama', 'Action']",Sam Mendes,"['George MacKay', 'Dean-Charles Chapman', 'Mark Strong', 'Andrew Scott', 'Richard Madden']","At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers."
The Boy Who Harnessed the Wind,2019,"['Malawi', 'United Kingdom', 'United States of America']","['Drama', 'History']",Chiwetel Ejiofor,"['Maxwell Simba', 'Chiwetel Ejiofor', 'Aïssa Maïga', 'Lily Banda', 'Joseph Marcell']","Against all the odds, a thirteen year old boy in Malawi invents an unconventional way to save his family and village from famine."
Little Women,2019,['United States of America'],"['Drama', 'Romance', 'History']",Greta Gerwig,"['Saoirse Ronan', 'Emma Watson', 'Florence Pugh', 'Eliza Scanlen', 'Laura Dern']",Four sisters come of age in America in the aftermath of the Civil War.
Just Mercy,2019,['United States of America'],"['Drama', 'Crime', 'History']",Destin Daniel Cretton,"['Michael B. Jordan', 'Brie Larson', 'Jamie Foxx', ""O'Shea Jackson Jr."", 'Rafe Spall']","The powerful true story of Harvard-educated lawyer Bryan Stevenson, who goes to Alabama to defend the disenfranchised and wrongly condemned — including Walter McMillian, a man sentenced to death despite evidence proving his innocence. Bryan fights tirelessly for Walter with the system stacked against them."
"The Gangster, the Cop, the Devil",2019,['South Korea'],"['Crime', 'Action', 'Thriller']",Lee Won-tae,"['Don Lee', 'Kim Moo-yul', 'Kim Sung-kyu', 'Heo Dong-won', 'You Chea-myung']","After barely surviving a brutal attack by a sadistic serial killer, crime boss Jang Dong-su is left humiliated. Determined to catch the killer known as K, he forms an uneasy alliance with Jung Tae-seok, a relentless and incorruptible detective who often disrupts his illegal business. However, while Jang Dong-su wants K dead, Jung Tae-suk is determined to bring him to justice. With a deal in place—whoever finds K first will decide his fate—the hunt begins, blurring the lines between crime and law."
Knives Out,2019,['United States of America'],"['Comedy', 'Crime', 'Mystery']",Rian Johnson,"['Daniel Craig', 'Chris Evans', 'Ana de Armas', 'Jamie Lee Curtis', 'Michael Shannon']","When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death."
How to Train Your Dragon: The Hidden World,2019,['United States of America'],"['Animation', 'Family', 'Adventure']",Dean DeBlois,"['Jay Baruchel', 'America Ferrera', 'F. Murray Abraham', 'Cate Blanchett', 'Gerard Butler']","As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind."
Marriage Story,2019,['United Kingdom'],['Drama'],Noah Baumbach,"['Adam Driver', 'Scarlett Johansson', 'Laura Dern', 'Alan Alda', 'Ray Liotta']","A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes."
Red Shoes and the Seven Dwarfs,2019,['South Korea'],"['Animation', 'Fantasy', 'Family', 'Comedy', 'Romance', 'Adventure']",Hong Sung-ho,"['Ahn So-yi', 'Shin Yong-woo', 'Jun Jin-ah', 'Jeong Jae-heon', 'Choi Han']","Princes who have been turned into Dwarfs seek the red shoes of a lady in order to break the spell, although it will not be easy."
Descendants 3,2019,['United States of America'],"['Family', 'TV Movie', 'Adventure', 'Fantasy']",Kenny Ortega,"['Dove Cameron', 'Cameron Boyce', 'Sofia Carson', 'Booboo Stewart', 'Mitchell Hope']",The teenagers of Disney's most infamous villains return to the Isle of the Lost to recruit a new batch of villainous offspring to join them at Auradon Prep.
Bacurau,2019,"['Brazil', 'France']","['Mystery', 'Western', 'Thriller']",Juliano Dornelles,"['Bárbara Colen', 'Thomás Aquino', 'Silvero Pereira', 'Sônia Braga', 'Udo Kier']","Bacurau, a small town in the Brazilian sertão, mourns the loss of its matriarch, Carmelita, who lived to be 94. Days later, its inhabitants notice that their community has vanished from most maps."
The Traitor,2019,"['Brazil', 'France', 'Germany', 'Italy']","['Drama', 'Crime', 'Thriller']",Marco Bellocchio,"['Pierfrancesco Favino', 'Maria Fernanda Cândido', 'Fabrizio Ferracane', 'Fausto Russo Alesi', 'Luigi Lo Cascio']","Palermo, Sicily, 1980. Mafia member Tommaso Buscetta decides to move to Brazil with his family fleeing the constant war between the different clans of the criminal organization. But when, after living several misfortunes, he is forced to return to Italy, he makes a bold decision that will change his life and the destiny of Cosa Nostra forever."
Breakthrough,2019,['United States of America'],['Drama'],Roxann Dawson,"['Chrissy Metz', 'Josh Lucas', 'Topher Grace', 'Mike Colter', 'Marcel Ruiz']","Tragedy strikes when a woman named Joyce's son falls through the ice on a frozen lake and is trapped underwater for over 15 minutes. After being rushed to the hospital, the 14-year-old boy continues to fight for his life as Joyce, her husband and their pastor stay by his bedside and pray for a miracle."
The Irishman,2019,['United States of America'],"['Crime', 'Drama', 'History']",Martin Scorsese,"['Robert De Niro', 'Al Pacino', 'Joe Pesci', 'Harvey Keitel', 'Ray Romano']","Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years."
Spies in Disguise,2019,['United States of America'],"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",Nick Bruno,"['Will Smith', 'Tom Holland', 'Ben Mendelsohn', 'Rashida Jones', 'Karen Gillan']","Super spy Lance Sterling and scientist Walter Beckett are almost exact opposites. Lance is smooth, suave and debonair. Walter is… not. But what Walter lacks in social skills he makes up for in smarts and invention, creating the awesome gadgets Lance uses on his epic missions. But when events take an unexpected turn, Walter and Lance suddenly have to rely on each other in a whole new way."
Les Misérables,2019,['France'],"['Crime', 'Drama', 'Thriller']",Ladj Ly,"['Damien Bonnard', 'Alexis Manenti', 'Djebril Zonga', 'Steve Tientcheu', 'Jeanne Balibar']","Stéphane has recently joined the Anti-Crime Squad in Montfermeil, in the suburbs of Paris, France, where Victor Hugo set his famed novel “Les Miserables”. Alongside his new colleagues Chris and Gwada – both experienced members of the team – he quickly discovers tensions running high between local gangs. When the trio finds themselves overrun during the course of an arrest, a drone captures the encounter, threatening to expose the reality of everyday life."
Hotel Mumbai,2019,"['Australia', 'Singapore', 'United States of America', 'United Kingdom']","['Thriller', 'History', 'Drama', 'Action']",Anthony Maras,"['Dev Patel', 'Armie Hammer', 'Nazanin Boniadi', 'Tilda Cobham-Hervey', 'Anupam Kher']","Mumbai, India, November 26, 2008. While several terrorists spread hatred and death through the city, others attack the Taj Mahal Palace Hotel. Both hotel staff and guests risk their lives, making unthinkable sacrifices to protect themselves and keep everyone safe while help arrives."
The Wolf's Call,2019,['France'],"['Thriller', 'Action', 'Adventure']",Antonin Baudry,"['François Civil', 'Omar Sy', 'Mathieu Kassovitz', 'Reda Kateb', 'Paula Beer']","Shown from the perspective of a young submariner with unusually sensitive hearing and uncannily precise sound recognition. The fate of many often depends on his ability, and one time, whilst highly stressed, he makes a incorrect call which put his entire crew in mortal danger.  Trying to regain the confidence of his comrades, he conducts an unauthorised investigation of an apparent plot which, it turns out, risks escalating into a nuclear apocalypse. Suddenly working under pressure with the fleet admiral, they must do whatever is necessary, even the unthinkable, to prevent a nuclear war, since a confirmed nuclear strike order cannot be countermanded."
Dark Waters,2019,['United States of America'],"['Drama', 'Thriller']",Todd Haynes,"['Mark Ruffalo', 'Anne Hathaway', 'Tim Robbins', 'Bill Pullman', 'Bill Camp']","A tenacious attorney uncovers a dark secret that connects a growing number of unexplained deaths to one of the world's largest corporations. In the process, he risks everything — his future, his family, and his own life — to expose the truth."
The Lighthouse,2019,"['Brazil', 'United States of America']","['Drama', 'Fantasy', 'Thriller']",Robert Eggers,"['Robert Pattinson', 'Willem Dafoe', 'Valeriia Karaman', 'Logan Hawkes', 'Kyla Nicolle']",Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.
The Two Popes,2019,['United States of America'],"['Drama', 'History']",Fernando Meirelles,"['Jonathan Pryce', 'Anthony Hopkins', 'Juan Minujín', 'Luis Gnecco', 'Cristina Banegas']","Frustrated with the direction of the church, Cardinal Bergoglio requests permission to retire in 2012 from Pope Benedict. Instead, facing scandal and self-doubt, the introspective Pope Benedict summons his harshest critic and future successor to Rome to reveal a secret that would shake the foundations of the Catholic Church."
I Lost My Body,2019,['France'],"['Animation', 'Drama', 'Fantasy']",Jérémy Clapin,"['Hakim Faris', 'Victoire du Bois', ""Patrick d'Assumçao"", 'Alfonso Arfi', 'Hichem Mesbah']","A story of Naoufel, a young man who is in love with Gabrielle. In another part of town, a severed hand escapes from a dissection lab, determined to find its body again."
Toy Story 4,2019,['United States of America'],"['Family', 'Comedy', 'Animation', 'Adventure']",Josh Cooley,"['Tom Hanks', 'Tim Allen', 'Annie Potts', 'Tony Hale', 'Keegan-Michael Key']","Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy."
Abominable,2019,"['China', 'Japan', 'United States of America']","['Family', 'Animation', 'Adventure', 'Comedy']",Jill Culton,"['Chloe Bennet', 'Albert Tsai', 'Eddie Izzard', 'Tenzing Norgay Trainor', 'Joseph Izzo']","A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake."
John Wick: Chapter 3 - Parabellum,2019,['United States of America'],"['Action', 'Thriller', 'Crime']",Chad Stahelski,"['Keanu Reeves', 'Halle Berry', 'Ian McShane', 'Laurence Fishburne', 'Mark Dacascos']","Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn."
The Dirt,2019,['United States of America'],"['Drama', 'Music', 'History', 'Comedy']",Jeff Tremaine,"['mgk', 'Douglas Booth', 'Daniel Webber', 'Iwan Rheon', 'Pete Davidson']",The story of Mötley Crüe and their rise from the Sunset Strip club scene of the early 1980s to superstardom.
Once Upon a Time... in Hollywood,2019,"['China', 'United Kingdom', 'United States of America']","['Comedy', 'Drama', 'Thriller']",Quentin Tarantino,"['Leonardo DiCaprio', 'Brad Pitt', 'Margot Robbie', 'Emile Hirsch', 'Margaret Qualley']","Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…"
Richard Jewell,2019,['United States of America'],['Drama'],Clint Eastwood,"['Paul Walter Hauser', 'Jon Hamm', 'Kathy Bates', 'Sam Rockwell', 'Olivia Wilde']","Richard Jewell thinks quick, works fast, and saves hundreds, perhaps thousands, of lives after a domestic terrorist plants several pipe bombs and they explode during a concert, only to be falsely suspected of the crime by sloppy FBI work and sensational media coverage."
The Farewell,2019,"['China', 'United States of America']","['Comedy', 'Drama']",Lulu Wang,"['Zhao Shuzhen', 'Awkwafina', 'X Mayo', 'Hong Lu', 'Hong Lin']",A headstrong Chinese-American woman returns to China when her beloved grandmother is given a terminal diagnosis. Billi struggles with her family's decision to keep grandma in the dark about her own illness as they all stage an impromptu wedding to see grandma one last time.
The Peanut Butter Falcon,2019,['United States of America'],"['Adventure', 'Comedy', 'Drama']",Tyler Nilson,"['Shia LaBeouf', 'Zack Gottsagen', 'Dakota Johnson', 'Thomas Haden Church', 'John Hawkes']",A down-on-his-luck crab fisherman embarks on a journey to get a young man with Down syndrome to a professional wrestling school in rural North Carolina and away from the retirement home where he’s lived for the past two and a half years.
